IMU_ATTI(0):alti:D,IMU_ATTI(0):relativeHeight:C,IMU_ATTI(0):roll:C,IMU_ATTI(0):pitch:C,IMU_ATTI(0):yaw:C,AirSpeed:windSpeed,AirSpeed:windDirection
217.59625,0.6443637167968745,1.1204807526249847,2.3293428779147267,101.29931754699972,0.44519123,-85.17891568548968
217.59613,1.543030098632812,1.1190362134125815,2.3025700737573014,101.29937728533172,0.44519123,-85.17891568548968
217.59622,1.5338900839843743,1.0330221858845634,2.1917310780372885,101.3031773615242,0.44519123,-85.17891568548968
217.59512,1.5643161093749995,0.92298089185572,2.0117153919904287,101.3072366451012,0.44519123,-85.17891568548968
217.59381,0.8878024374999995,0.8665561075219406,1.874289729080108,101.31540078899717,0.45922938,-85.80687695973755
217.59248,1.2823642050781243,0.8434832237525246,1.809011013765473,101.33889255966189,0.45922938,-85.80687695973755
217.59122,1.4203036582031243,0.8595860240872238,1.743333532950602,101.33692440776817,0.45922938,-85.80687695973755
217.58977,1.216430977539062,0.9197132842431482,1.7058100099629874,101.3180728412258,0.45922938,-85.80687695973755
217.58873,1.748901680664062,1.0067999647972277,1.7379071845557166,101.3174787728566,0.45922938,-85.80687695973755
217.58794,1.0257418906249995,1.1648902643973107,1.8550698055035688,101.30112616459895,0.45922938,-85.80687695973755
217.58713,0.997345284179687,1.3355832678877873,2.028875590751521,101.30007831845666,0.4730662,-86.38791281721072
217.58661,1.3624728476562495,1.4520315290832215,2.1810544016510955,101.28721423902172,0.4730662,-86.38791281721072
217.58667,1.4344943320312495,1.4950127659288814,2.288990757801212,101.28691368181632,0.4730662,-86.38791281721072
217.58693,1.1920932089843743,1.4805299982073454,2.365867403736501,101.31958578188006,0.4730662,-86.38791281721072
217.58739,1.160644844726562,1.3993685605880255,2.35147128292833,101.3671420442808,0.4730662,-86.38791281721072
217.5881,1.694122627929687,1.300168328808924,2.282365401576431,101.38789517915184,0.4730662,-86.38791281721072
217.58875,1.0389254843749995,1.1685349495460926,2.1370368008518748,101.40844128814034,0.48669696,-86.9428423458584
217.5886,1.1068881308593743,1.0134373553349845,1.9876444862225575,101.42110636114676,0.48669696,-86.9428423458584
217.58731,0.308624581054687,0.772990604038485,1.8900582360024616,101.41683510168365,0.48669696,-86.9428423458584
217.5863,1.4314425742187495,0.5250395752203876,1.8377577011028787,101.42294095467852,0.48669696,-86.9428423458584
217.58533,1.0277865683593743,0.247558458881917,1.7702623099194246,101.448412441272,0.48669696,-86.9428423458584
217.58476,0.6311801230468745,-0.0141072942236512,1.6694315258331187,101.48835355736963,0.48669696,-86.9428423458584
217.58421,1.0318454062499995,-0.1776901821939012,1.5988888556067946,101.50492780071004,0.49922493,-87.39229075096152
217.58351,0.9780734335937497,-0.2851847704758976,1.5106720184988935,101.51582647762584,0.49922493,-87.39229075096152
217.58243,0.395843819335937,-0.304637865766215,1.3661442174630012,101.51783423313252,0.49922493,-87.39229075096152
217.58176,1.173828438476562,-0.2131523354170321,1.2251957976335304,101.5182296592978,0.49922493,-87.39229075096152
217.58128,1.2529452597656243,-0.0700328996708806,1.115761509599538,101.52775635086104,0.49922493,-87.39229075096152
217.58093,0.7853549277343745,0.1618751096531649,0.9625418198364646,101.53585621618949,0.49922493,-87.39229075096152
217.58078,1.606903389648437,0.4185511316819799,0.8878058970931372,101.54240892019776,0.5098774,-87.80122557458614
217.58037,1.5916903769531243,0.6809380968960725,0.9318799617594612,101.54733437014391,0.5098774,-87.80122557458614
217.58041,1.306701973632812,0.8881661651347688,1.063996179689763,101.54893909017116,0.5098774,-87.80122557458614
217.58011,0.975036934570312,1.1286305834807695,1.241869008866262,101.54713766742016,0.5098774,-87.80122557458614
217.58034,0.893890694335937,1.3567268119133882,1.3705095300551449,101.55899939225894,0.5098774,-87.80122557458614
217.5812,1.015594795898437,1.491890156225551,1.446544193501286,101.5706208168348,0.5186829,-88.34217471341374
217.58197,1.0287936484374995,1.5633879341004626,1.4756307759046554,101.57474724355792,0.5186829,-88.34217471341374
217.58295,1.2042697226562495,1.5580960783541746,1.4275904103625816,101.59490191862896,0.5186829,-88.34217471341374
217.58368,1.212372139648437,1.5417422057773555,1.3618435093189372,101.61885911688344,0.5186829,-88.34217471341374
217.58427,0.979095772460937,1.50076189684959,1.3103936124402764,101.64514131537102,0.5186829,-88.34217471341374
217.58453,1.0308078085937495,1.4176399249991356,1.2661914122123232,101.67866329298384,0.5186829,-88.34217471341374
217.58514,0.9557650839843744,1.3041302235954908,1.1932636670471026,101.70476392688572,0.5255255,-88.9822027575176
217.5855,0.9506991660156244,1.1971298045515857,1.10320240236907,101.72361556275682,0.5255255,-88.9822027575176
217.58577,1.076446846679687,1.0846329075053538,0.9840985102783488,101.74321672546444,0.5255255,-88.9822027575176
217.58556,1.075439766601562,0.9710363220549258,0.8779814436790621,101.76349794681502,0.5255255,-88.9822027575176
217.5853,1.0338595664062495,0.8554362452912,0.7761093141156988,101.77406529809204,0.5255255,-88.9822027575176
217.5851,0.6271212851562495,0.7520366690422451,0.7089833352218106,101.7758359752886,0.5255255,-88.9822027575176
217.58517,0.9537204062499997,0.6239440119612543,0.646602607554861,101.77920859045598,0.53058535,-89.62819201363826
217.58556,1.6393588339843743,0.5192482346187229,0.6338550467544545,101.7879632000156,0.53058535,-89.62819201363826
217.5853,1.217438057617187,0.4638510997370927,0.649108680283102,101.79275052304304,0.53058535,-89.62819201363826
217.58409,1.2042697226562495,0.4525625597929317,0.6582179651269346,101.7960594865331,0.53058535,-89.62819201363826
217.58228,1.5906832968749995,0.538166023267408,0.6306795090417009,101.79692307766814,0.53058535,-89.62819201363826
217.58089,0.8736117636718745,0.6523680657490428,0.5986180831378425,101.78799658960156,0.53058535,-89.62819201363826
217.5798,1.465942696289062,0.7667406697725357,0.6157436922218521,101.77091942537665,0.5350851,-90.2179215656936
217.57858,1.1890414511718743,0.8842739746137623,0.6255880444190471,101.7415937921977,0.5350851,-90.2179215656936
217.57735,0.684936836914062,0.996180234617106,0.6524083279833669,101.70516548898362,0.5350851,-90.2179215656936
217.57608,0.348175362304687,1.1089236213834024,0.686356623665328,101.67881545313244,0.5350851,-90.2179215656936
217.57495,1.1961520468749995,1.2524581770617984,0.7348043913772722,101.65326191966793,0.5350851,-90.2179215656936
217.5739,1.2144015585937495,1.3778763940146364,0.8146369258448031,101.65468644295692,0.5350851,-90.2179215656936
217.57303,1.0399325644531243,1.441080435057321,0.9427244513592552,101.65475435425653,0.53990835,-90.7802830783732
217.57208,0.6484225546874995,1.380903456975676,1.057345776841612,101.65562547627816,0.53990835,-90.7802830783732
217.57158,1.096741036132812,1.2413593900292934,1.173125241595789,101.62604417707196,0.53990835,-90.7802830783732
217.57077,0.6829074179687495,1.086736319283148,1.212745593746734,101.59023220870417,0.53990835,-90.7802830783732
217.57054,1.2783053671874995,0.9455632248671152,1.1763991201385982,101.56686876171943,0.53990835,-90.7802830783732
217.57033,1.165710762695312,0.8295699207260678,1.128594491253626,101.5371572146984,0.53990835,-90.7802830783732
217.57016,1.0216830527343743,0.7306463970038651,1.0985865450224603,101.49458680253952,0.5454662,-91.25857773366538
217.57024,0.6484225546874995,0.6320983772241803,1.077211120813132,101.47259947876584,0.5454662,-91.25857773366538
217.57036,1.176880196289062,0.5710971260686755,1.064063895002624,101.4586987020742,0.5454662,-91.25857773366538
217.57077,1.415222481445312,0.4886862550164895,1.1026718607556,101.46884044628578,0.5454662,-91.25857773366538
217.57132,1.0084994589843743,0.4168290540787476,1.163146497670007,101.48466411627116,0.5454662,-91.25857773366538
217.57217,1.2022250449218743,0.3816283253893323,1.2295224589507447,101.48153792251556,0.5454662,-91.25857773366538
217.5732,1.130218819335937,0.382479584714863,1.3075784426625867,101.48614007074325,0.5515654,-91.6036774095845
217.5739,0.7295687949218745,0.4415378100875486,1.3450410101062455,101.48651192234736,0.5515654,-91.6036774095845
217.57451,1.2448275839843743,0.5056841368257742,1.3376537075307648,101.4726915984821,0.5515654,-91.6036774095845
217.57515,1.4821627890624995,0.5291517440111723,1.3225926282078295,101.4591484948142,0.5515654,-91.6036774095845
217.57571,1.4273837363281243,0.5002092368374588,1.3365255447348126,101.44774941937612,0.5515654,-91.6036774095845
217.57617,1.139343575195312,0.4544478437939753,1.3421571211697907,101.45828603190222,0.5515654,-91.6036774095845
217.57635,1.208313301757812,0.4050430488942923,1.350148577367663,101.47265783982876,0.557902,-91.8541626459849
217.57677,1.554169014648437,0.3574173148554594,1.379679813977214,101.48400728236874,0.557902,-91.8541626459849
217.57732,0.897949532226562,0.3134789346195381,1.4074077315838536,101.48063359193875,0.557902,-91.8541626459849
217.57799,1.004455879882812,0.2480126695910213,1.4528850405013392,101.48082267275844,0.557902,-91.8541626459849
217.57866,1.6434176718749995,0.1935491362707335,1.4961176352986685,101.48987305976796,0.557902,-91.8541626459849
217.57982,1.323944405273437,0.1419611462190396,1.5332226358905057,101.4957031447412,0.557902,-91.8541626459849
217.58072,0.650451973632812,0.1156242213096854,1.5407119637235172,101.49776575761932,0.56433153,-92.01719177408717
217.58104,0.7853549277343745,0.1296850299740539,1.535643793273709,101.49635418625697,0.56433153,-92.01719177408717
217.58116,0.6017611777343745,0.1668847658197492,1.5409241353352945,101.4902403342028,0.56433153,-92.01719177408717
217.5807,0.9658969199218744,0.2174229519514536,1.5489094597907762,101.48905610149244,0.56433153,-92.01719177408717
217.58011,1.170776680664062,0.2866746921373137,1.536287920895358,101.4859380449492,0.56433153,-92.01719177408717
217.57986,1.3736422812499995,0.3565106570549951,1.4986677409220392,101.48622706647254,0.56433153,-92.01719177408717
217.57936,1.3645175253906243,0.4250047150967305,1.4487560433744773,101.48088340787676,0.57109725,-92.10770913659864
217.5789,1.321899727539062,0.4495159757115592,1.4079617860211795,101.47062860960544,0.57109725,-92.10770913659864
217.57881,1.2965548789062495,0.449932637847636,1.3791909732543888,101.46198042516816,0.57109725,-92.10770913659864
217.57872,1.2062838828124995,0.4431807778199151,1.3443656964024944,101.46894203697713,0.57109725,-92.10770913659864
217.57872,1.003418282226562,0.4383285515912076,1.3080901169401475,101.47761577801344,0.57109725,-92.10770913659864
217.578,0.9658969199218744,0.4196771211879461,1.2898918985744148,101.48242362821092,0.57109725,-92.10770913659864
217.57729,1.0642855917968743,0.3893276457601318,1.2969564350081637,101.48879726942184,0.5782122,-92.13575246313756
217.57594,0.899963692382812,0.3486613261135491,1.3228044580407974,101.51131629224618,0.5782122,-92.13575246313756
217.57562,1.245849922851562,0.3148653754228659,1.367159719661621,101.53744088418811,0.5782122,-92.13575246313756
217.57562,0.674805000976562,0.2810159372184206,1.3850004662670636,101.5598477596468,0.5782122,-92.13575246313756
217.57552,0.9517062460937497,0.2537360059090767,1.4069090004524862,101.56870796076213,0.5782122,-92.13575246313756
217.57533,0.851288155273437,0.2679379064694394,1.4215524050826802,101.56024727772028,0.5782122,-92.13575246313756
217.57533,0.830993965820312,0.2695822567431857,1.399654755396882,101.55262762346322,0.5854322,-92.08975578390036
217.57565,1.169769600585937,0.2247885314056063,1.3772844296416855,101.55529858735608,0.5854322,-92.08975578390036
217.57509,1.547058418945312,0.1465552344118042,1.3742437917544112,101.53548538341056,0.5854322,-92.08975578390036
217.57462,0.672760323242187,0.0718545940926887,1.3524313358337514,101.50346470557383,0.5854322,-92.08975578390036
217.57402,0.8492587363281245,0.0502133130844441,1.333835348241461,101.48469681685462,0.5854322,-92.08975578390036
217.57292,1.394928291992187,0.0554026893116422,1.3172792527000614,101.47139530892696,0.5854322,-92.08975578390036
217.57173,0.819855049804687,0.051160725840442,1.2930039370382966,101.46486519018974,0.5921838,-91.97183534011594
217.57005,0.847229317382812,0.016184193351703,1.261745930620578,101.47026837894384,0.5921838,-91.97183534011594
217.56935,1.5065158164062495,-0.0252747713719998,1.2290360240039564,101.46892179823436,0.5921838,-91.97183534011594
217.5687,1.538971260742187,-0.1123721255798716,1.2085667773462894,101.45767920005429,0.5921838,-91.97183534011594
217.56787,1.384796456054687,-0.208332584346611,1.2143690141007932,101.42574331518304,0.5921838,-91.97183534011594
217.56833,0.822876290039062,-0.2704819337744177,1.2117438286420912,101.3949088448262,0.5921838,-91.97183534011594
217.56866,0.746826485351562,-0.2853292974239798,1.2090493218149103,101.35929599472334,0.5980538,-91.7970500530606
217.5693,1.1200717246093743,-0.2470461056859346,1.2585868708353785,101.32671401287136,0.5980538,-91.7970500530606
