IMU_ATTI(0):alti:D,IMU_ATTI(0):relativeHeight:C,IMU_ATTI(0):roll:C,IMU_ATTI(0):pitch:C,IMU_ATTI(0):yaw:C,AirSpeed:windSpeed,AirSpeed:windDirection
220.44945,2.174347081054691,-1.3946748060793226,0.3048146075039069,127.42442292692228,1.4929154,-2.57599603444593
220.44908,1.7393952988281285,-1.3759562824656435,0.2271625103662846,127.43436352157129,1.4929154,-2.57599603444593
220.44843,1.9168244980468785,-1.370296441367047,0.1766932534615735,127.43945028450058,1.4929154,-2.57599603444593
220.44853,2.6204377792968785,-1.3596365299713746,0.2045353724306859,127.46458716885438,1.4929154,-2.57599603444593
220.4487,1.947235264648441,-1.3572100099634403,0.2221338420214031,127.4702436686544,1.4929154,-2.57599603444593
220.4486,2.033416905273441,-1.375121966019458,0.2346217513024711,127.48807567151306,1.4902343,-2.518043767664138
220.44835,1.7363435410156285,-1.4374770018740506,0.2739962814310619,127.52784594101708,1.4902343,-2.518043767664138
220.44827,2.748169102539066,-1.475485838929504,0.3279823145210224,127.54453348500611,1.4902343,-2.518043767664138
220.4483,2.274719395507816,-1.553057361136062,0.3719667024065141,127.56911840012012,1.4902343,-2.518043767664138
220.44814,2.093231358398441,-1.609109222045703,0.3690437778443286,127.59004910574706,1.4902343,-2.518043767664138
220.4477,1.7748872421875037,-1.6461957513673628,0.364599776633574,127.60106443728716,1.4902343,-2.518043767664138
220.44734,1.715057530273441,-1.655183352952283,0.3603537994286214,127.60697144075334,1.4867322,-2.3645581232217587
220.44704,1.900604405273441,-1.6549331900337692,0.3291678282434495,127.61361615522468,1.4867322,-2.3645581232217587
220.44704,1.764740147460941,-1.6600211574838106,0.2781597229309249,127.61806924276824,1.4867322,-2.3645581232217587
220.44737,2.321350254882816,-1.7082036896754011,0.2437379951330361,127.62581332583488,1.4867322,-2.3645581232217587
220.44759,1.8225251816406285,-1.807836466700992,0.2367298117016522,127.6331256424307,1.4867322,-2.3645581232217587
