IMU_ATTI(0):alti:D,IMU_ATTI(0):relativeHeight:C,IMU_ATTI(0):roll:C,IMU_ATTI(0):pitch:C,IMU_ATTI(0):yaw:C,AirSpeed:windSpeed,AirSpeed:windDirection,CompassFilter(1):X:D,CompassFilter(1):Y:D,CompassFilter(1):Z:D,IMU_ATTI(0):tiltInclination:C,IMU_ATTI(0):tiltDirectionEarthFrame:C
218.05696,2.370132241210939,-0.1382438954533692,2.770300466253925,125.17718231656336,0.89835393,-61.97440873644992,26.0,-37.0,505.0,2.7737369276517683,-51.96822336525309
218.05737,2.565856728515626,-0.3825091891207147,2.9043524380504246,125.2075608760056,0.89835393,-61.97440873644992,21.0,-38.0,506.0,2.9293473202006277,-47.29589207317637
218.05713,2.002013955078126,-0.5296587011421038,2.9987303147935656,125.22759276991845,0.91119397,-62.06647556631869,25.0,-40.0,504.0,3.044979248520373,-44.764383617024265
218.05733,2.079070839843752,-0.6302864571678034,3.065063443529365,125.24539641019835,0.91119397,-62.06647556631869,22.0,-43.0,505.0,3.128955303620525,-43.14485797682138
218.05809,2.729110512695314,-0.6216988609480896,3.0565156824155792,125.26230020824453,0.91119397,-62.06647556631869,25.0,-43.0,503.0,3.1188672793039776,-43.25069244808415
218.0586,2.778793129882814,-0.5634778577085715,2.9656741145641896,125.28354771685098,0.91119397,-62.06647556631869,22.0,-41.0,505.0,3.0185422904352395,-43.96753615489605
218.05946,2.563812050781252,-0.5323148633335801,2.8731698389809908,125.28753201538562,0.91119397,-62.06647556631869,26.0,-38.0,506.0,2.92190266197893,-44.22455002681272
218.06064,2.5283201074218766,-0.5098583191272175,2.779751237941344,125.28495722388848,0.91119397,-62.06647556631869,25.0,-39.0,506.0,2.825979046350596,-44.32916402453278
218.06143,2.032424721679689,-0.5000208514482637,2.6781715865321143,125.27706428681331,0.92417073,-61.96247479986231,26.0,-39.0,504.0,2.7243157551276718,-44.15470566205317
218.0618,2.2017820214843766,-0.4967042318077191,2.600934189321024,125.26416672505616,0.92417073,-61.96247479986231,28.0,-41.0,507.0,2.6478097700051806,-43.93114221137324
218.06165,2.382293496093752,-0.4872979355039573,2.5671683006766006,125.24765895170434,0.92417073,-61.96247479986231,28.0,-41.0,506.0,2.6128867923675547,-44.011143142006176
218.0618,2.395477089843752,-0.470901161002365,2.596435220631156,125.23908803638622,0.92417073,-61.96247479986231,27.0,-40.0,507.0,2.638677171191275,-44.48789141659222
218.06131,2.540481362304689,-0.3981972522640281,2.6801276007172485,125.2238539408628,0.92417073,-61.96247479986231,30.0,-41.0,506.0,2.709461738538708,-46.33124527078788
218.06087,2.678405556640626,-0.3190004032661917,2.736248876030345,125.20867497620378,0.92417073,-61.96247479986231,25.0,-39.0,505.0,2.7547250437791613,-48.146565982733314
218.06049,2.364028725585939,-0.2569942600018899,2.7921412764992537,125.20273124929452,0.93691295,-61.74732454381334,24.0,-40.0,504.0,2.803906216361832,-49.542572934174366
218.05966,2.576995644531252,-0.2172931959482145,2.805844435232559,125.17794529771416,0.93691295,-61.74732454381334,25.0,-38.0,509.0,2.814218990404799,-50.39723794132578
218.05891,2.273788247070314,-0.1958669981789124,2.795384744179324,125.16547038640016,0.93691295,-61.74732454381334,27.0,-39.0,504.0,2.8022166460129263,-50.82963475203948
218.05803,1.8762510156250016,-0.1495617079324069,2.765235204461375,125.16805504605836,0.93691295,-61.74732454381334,27.0,-38.0,502.0,2.769264351535746,-51.73842955942565
218.05685,2.367080483398439,-0.1075376781990488,2.7400619393944208,125.18644110132183,0.93691295,-61.74732454381334,26.0,-39.0,506.0,2.742164940088483,-52.56776620048989
218.05573,2.0101316308593766,-0.0641883291489509,2.7468260449489605,125.19326393392484,0.93691295,-61.74732454381334,26.0,-36.0,505.0,2.7475736297274,-53.469106324293286
218.05461,2.757507119140626,-0.035619220232002,2.7784491179235884,125.20127698314712,0.949456,-61.47760242782178,27.0,-37.0,505.0,2.778676709557661,-54.06481728005839
218.05367,1.764694008789064,-0.0517634521686161,2.8232833306439264,125.21602885856112,0.949456,-61.47760242782178,24.0,-36.0,504.0,2.8237562847495554,-53.7344498799604
218.0527,2.1459958886718766,-0.170724178814929,2.8839507530370763,125.22993740140436,0.949456,-61.47760242782178,21.0,-39.0,502.0,2.8889825808128884,-51.38506450379028
218.0517,2.5546872949218766,-0.2990146040822556,2.926760385952345,125.24018436277154,0.949456,-61.47760242782178,21.0,-36.0,506.0,2.941942457010346,-48.93137772540367
218.05148,2.595260415039064,-0.4271596763966689,2.9122997509956874,125.23884655812206,0.949456,-61.47760242782178,20.0,-37.0,503.0,2.9433530999508792,-46.42376486612014
218.05098,2.115585122070314,-0.5873036141980175,2.816992386321642,125.2540768131846,0.949456,-61.47760242782178,24.0,-40.0,509.0,2.877370550993708,-42.97807377092981
218.05026,2.189620766601564,-0.7825015200265153,2.677690328617211,125.26712310906493,0.96170145,-61.16664846269609,23.0,-42.0,505.0,2.7893642698925505,-38.45320362008198
218.04987,2.586120400390626,-0.9312996078355256,2.5514238785052235,125.2777321196457,0.96170145,-61.16664846269609,31.0,-44.0,503.0,2.715656841238415,-34.68016991681864
218.0493,2.047652993164064,-1.0155806771596878,2.426535843357551,125.29346563192038,0.96170145,-61.16664846269609,29.0,-44.0,503.0,2.6300220985296674,-32.005774805176074
218.04852,2.487746987304689,-1.0204537856784262,2.366987007243033,125.31195587391,0.96170145,-61.16664846269609,30.0,-43.0,503.0,2.5771275006238707,-31.37588789298577
218.04803,2.203826699218752,-0.96852547409321,2.3621875137135198,125.32175319073131,0.96170145,-61.16664846269609,32.0,-44.0,501.0,2.552615829959616,-32.39350574191602
218.04724,2.4958799218750016,-0.8968281053458314,2.3990905743505557,125.3153092177265,0.96170145,-61.16664846269609,31.0,-44.0,505.0,2.560870524702954,-34.19739130539524
218.04709,2.5323789453125016,-0.7521223875770712,2.447175032770627,125.291393661695,0.9734182,-60.82400723861543,29.0,-43.0,505.0,2.5598787296457344,-37.63301806528958
218.04749,2.338683876953126,-0.5707289483736767,2.475871386844766,125.25675605581394,0.9734182,-60.82400723861543,30.0,-42.0,504.0,2.5406417394905647,-41.76977448306521
218.04765,2.487746987304689,-0.401032865271002,2.4700271399594933,125.22591632517432,0.9734182,-60.82400723861543,23.0,-39.0,507.0,2.502291604157638,-45.55749710197919
218.04813,2.511077675781252,-0.3179732381841929,2.4400887963851607,125.19148135510864,0.9734182,-60.82400723861543,23.0,-38.0,507.0,2.4606698332739336,-47.38838287395011
218.04762,1.783981118164064,-0.2557974593139885,2.3994719424922177,125.17099924956504,0.9734182,-60.82400723861543,33.0,-39.0,502.0,2.4130364823222483,-48.74741575262364
218.04768,2.744323525390626,-0.1873311488097218,2.344623397380228,125.16269235217452,0.9734182,-60.82400723861543,28.0,-39.0,506.0,2.352078558409512,-50.27170620025832
218.04787,2.348830971679689,-0.1440074318968556,2.3197790673582155,125.15809345499264,0.98476696,-60.5223636924443,29.0,-40.0,506.0,2.324234878595464,-51.29158175119847
218.04816,2.503997597656252,-0.074401916144592,2.314185431860761,125.16578511592746,0.98476696,-60.5223636924443,30.0,-35.0,509.0,2.315378549349743,-52.993768452457616
218.04883,2.397506508789064,0.0522092650855399,2.306567563501295,125.15989662569652,0.98476696,-60.5223636924443,27.0,-36.0,507.0,2.30715709194115,-56.13607465774315
218.04898,2.805145058593752,0.16889999814373,2.3003618352288235,125.15805837171938,0.98476696,-60.5223636924443,31.0,-36.0,508.0,2.306540812215905,-59.039011185596586
218.0496,2.629730019531252,0.2735857586264176,2.3129597860811324,125.15128238386356,0.98476696,-60.5223636924443,29.0,-35.0,508.0,2.32904908347268,-61.59095809035315
218.05037,2.9177244042968766,0.3468883317170949,2.3606140551963555,125.124400078892,0.98476696,-60.5223636924443,30.0,-33.0,505.0,2.3859082365636617,-63.23072683329907
218.05118,2.458343300781252,0.4124651243786233,2.4031751728934694,125.10271917395048,0.99565536,-60.29339883321624,25.0,-32.0,509.0,2.438232900904706,-64.63082219944941
218.05247,2.9288633203125016,0.4750318162002849,2.429828084080468,125.09798356015094,0.99565536,-60.29339883321624,26.0,-33.0,506.0,2.475717899362172,-65.95760921133626
218.05283,2.588149819335939,0.522795948367905,2.447727783826396,125.10223296299851,0.99565536,-60.29339883321624,27.0,-32.0,508.0,2.5028029136966548,-66.94729227678484
218.05301,2.754455361328126,0.5522701935531578,2.449112695697614,125.1099962370087,0.99565536,-60.29339883321624,28.0,-31.0,506.0,2.5104607164137844,-67.59043800800734
218.05383,2.159194741210939,0.5649224921695198,2.4468101804971965,125.12360802741084,0.99565536,-60.29339883321624,27.0,-32.0,507.0,2.511024130453724,-67.86987101351184
218.05498,2.729110512695314,0.5461468102839894,2.4351633358038693,125.13272555992651,0.99565536,-60.29339883321624,25.0,-29.0,508.0,2.4955117842491026,-67.50112878336476
218.05653,2.9156797265625016,0.5099663275407257,2.426463365623525,125.14653688779796,1.006187,-60.14579243428653,27.0,-30.0,509.0,2.479348458309239,-66.71590106602757
218.05743,2.6743467187500016,0.4608274177791535,2.428366202783121,125.14921949590943,1.006187,-60.14579243428653,24.0,-28.0,508.0,2.4716019410914227,-65.58988654939141
218.05804,2.483688149414064,0.389302017329821,2.4326158997119403,125.1493030023678,1.006187,-60.14579243428653,28.0,-30.0,506.0,2.463495938617366,-63.93765570296478
218.0579,2.354903969726564,0.3591868391150536,2.435835167242746,125.14552793967027,1.006187,-60.14579243428653,24.0,-33.0,509.0,2.4621124097090608,-63.23794930856199
218.0575,2.694625649414064,0.3479275998819377,2.4203247883926764,125.12746782069225,1.006187,-60.14579243428653,27.0,-36.0,507.0,2.445145789565581,-63.04819773991352
218.05765,2.322479042968752,0.3615184658405673,2.386177942245656,125.13206611848403,1.006187,-60.14579243428653,27.0,-32.0,505.0,2.4133459732520164,-63.47823287108752
218.05704,2.108505043945314,0.3875747705083942,2.359203861142611,125.12635033822365,1.0161935,-60.053956608580535,27.0,-33.0,509.0,2.3907567362783166,-64.19794235085969
218.05666,2.872085366210939,0.4080877229295112,2.3436363751568825,125.12301404017175,1.0161935,-60.053956608580535,30.0,-31.0,507.0,2.378822363905979,-64.74939109408187
218.05649,2.413741860351564,0.4327671544906555,2.3410395321875552,125.12245224922891,1.0161935,-60.053956608580535,28.0,-33.0,506.0,2.380616928624387,-65.34556552921163
218.05595,2.130798134765626,0.4590634510785242,2.3154312874216334,125.12004086039016,1.0161935,-60.053956608580535,26.0,-32.0,509.0,2.360403099346589,-66.08842628155267
218.05498,2.2048337792968766,0.4493145363036233,2.288170116146515,125.10447170658163,1.0161935,-60.053956608580535,27.0,-32.0,509.0,2.331775518031649,-65.99947580249273
218.0545,2.428939614257814,0.4085503991291874,2.262707539635805,125.10586295132076,1.0161935,-60.053956608580535,30.0,-31.0,508.0,2.299219871829377,-65.12404728377271
218.0543,2.694625649414064,0.369491546032675,2.216048893179956,125.11355103773516,1.0254796,-60.00704598040526,26.0,-32.0,508.0,2.246580644749781,-64.34803961984896
218.05423,2.9674070214843766,0.3391697150932294,2.1791685110047325,125.11447947585788,1.0254796,-60.00704598040526,29.0,-33.0,508.0,2.205354796485163,-63.728062806432725
218.05441,2.781844887695314,0.3698484398304038,2.151682093895336,125.11118670369632,1.0254796,-60.00704598040526,29.0,-31.0,508.0,2.1831781114933944,-64.63759993528312
218.05386,2.167312416992189,0.4713740794502057,2.1055909599828078,125.11570983934598,1.0254796,-60.00704598040526,31.0,-32.0,508.0,2.157616041770417,-67.4976920609435
218.05391,2.4563291406250016,0.5489337241360631,2.081008017017824,125.11741139925962,1.0254796,-60.00704598040526,29.0,-32.0,508.0,2.1520671354921515,-69.65383952089189
218.0527,1.8225095605468769,0.620776552785078,2.084947588434892,125.10882785767006,1.0254796,-60.00704598040526,28.0,-29.0,508.0,2.1752448286191526,-71.46534875263599
218.05136,2.764602456054689,0.6223909643881401,2.09457470640262,125.08106026330692,1.0340167,-59.98257323371101,31.0,-30.0,507.0,2.1849311064225234,-71.46160257079009
218.0506,1.9411619042968769,0.5604747399865898,2.1107245883445405,125.06409456412425,1.0340167,-59.98257323371101,30.0,-30.0,508.0,2.1837404153953384,-69.80088220893661
218.04958,2.3873594140625016,0.4556340873417163,2.116891504637385,125.06234055256095,1.0340167,-59.98257323371101,30.0,-30.0,509.0,2.165283923997147,-67.07942131565375
218.04883,2.082122597656252,0.3534443114659447,2.08193714774503,125.07964565451871,1.0340167,-59.98257323371101,29.0,-31.0,507.0,2.111673599255513,-64.55138495790591
218.04825,2.2616269921875016,0.2893865230976972,1.9977115489512325,125.09202278457178,1.0340167,-59.98257323371101,33.0,-33.0,508.0,2.0185292496116976,-63.14722728208248
218.04846,3.0312803125000016,0.2350014157283316,1.9031744292187296,125.13286750260144,1.0340167,-59.98257323371101,34.0,-32.0,507.0,1.91760719996096,-61.9037830749047
218.0487,2.347823891601564,0.171887341071806,1.771229279171251,125.17076131925504,1.0417042,-59.9461857970455,29.0,-35.0,508.0,1.7795394875991168,-60.3703608221989
218.0484,2.604385170898439,0.0738967927380219,1.6645427527298062,125.19125727037952,1.0417042,-59.9461857970455,32.0,-33.0,509.0,1.6661804130928637,-57.34998687376375
218.04901,2.665206704101564,0.0134209870335434,1.586373796486734,125.22428413286056,1.0417042,-59.9461857970455,36.0,-35.0,509.0,1.586430509361367,-55.26031230546737
218.04918,2.319427285156252,-0.0136501270725334,1.5509680564201465,125.23269611624326,1.0417042,-59.9461857970455,34.0,-34.0,506.0,1.551028064229286,-54.26317778835065
218.04907,2.9085996484375016,-0.0706775469572774,1.5670724828192326,125.24889768737052,1.0417042,-59.9461857970455,33.0,-35.0,507.0,1.5686639224205987,-52.16936021719113
218.04973,2.773727211914064,-0.1277224788478126,1.6170135184963663,125.24274907755984,1.0417042,-59.9461857970455,32.0,-35.0,508.0,1.6220445225155196,-50.242212517925545
218.05019,2.679412636718752,-0.1618906378600366,1.670142496812673,125.2411793370458,1.0482243,-59.873031873644976,32.0,-36.0,508.0,1.677961518713193,-49.22385361936464
218.05107,2.615539345703126,-0.2033967558868546,1.7252974166966044,125.23554318875364,1.0482243,-59.873031873644976,32.0,-36.0,507.0,1.73723096407106,-48.04282937266766
218.0527,2.9744870996093766,-0.2497248636235764,1.811845976037959,125.22234183878358,1.0482243,-59.873031873644976,34.0,-36.0,506.0,1.8289519512137649,-46.93261803649547
218.0535,2.309280190429689,-0.2437418676427603,1.9024389160371065,125.2087973454906,1.0482243,-59.873031873644976,33.0,-40.0,499.0,1.9179667990415623,-47.49281130130432
218.05405,2.760543618164064,-0.1550904094662402,1.978384373931949,125.1745457434668,1.0482243,-59.873031873644976,30.0,-39.0,509.0,1.9844443935803064,-50.344827789649486
218.0545,2.186569008789064,-0.0061361027128528,2.0176522655864857,125.13983580462858,1.0541673,-59.78781927281282,29.0,-38.0,508.0,2.017661580732878,-54.68598831009378
218.05481,2.295089516601564,0.1752057729933184,2.004992696291052,125.09655534301918,1.0541673,-59.78781927281282,31.0,-35.0,509.0,2.012620849637941,-59.89552276428229
218.05533,3.069808754882814,0.3209761248597971,1.9562424207449527,125.05181735407304,1.0541673,-59.78781927281282,28.0,-32.0,508.0,1.982359715040008,-64.26266544340098
218.05493,1.8174436425781264,0.4466684122501931,1.8970842701220945,125.0044145672762,1.0541673,-59.78781927281282,29.0,-29.0,509.0,1.9488842777684785,-68.24015323521195
218.05458,2.616546425781252,0.5187336484240935,1.8413950496967089,124.9687438129314,1.0541673,-59.78781927281282,30.0,-33.0,507.0,1.912968884104968,-70.75940884981385
218.05505,2.573943886718752,0.5427106572464365,1.786636428780505,124.93516531837363,1.0541673,-59.78781927281282,33.0,-29.0,510.0,1.867142984220609,-71.95688739460061
218.05518,2.224105629882814,0.54239586003625,1.7595070462874451,124.9232272610353,1.0600541,-59.72621249755568,32.0,-29.0,510.0,1.8411106917146849,-72.20492500820811
218.05457,2.293044838867189,0.533600336162902,1.738461028972163,124.90523645120328,1.0600541,-59.72621249755568,30.0,-30.0,510.0,1.8184132454884017,-72.15355292889889
218.05377,2.249450478515626,0.5170223207489562,1.7550242990022096,124.88745905586144,1.0600541,-59.72621249755568,32.0,-31.0,509.0,1.829504885404723,-71.52284254877512
218.05313,2.957259926757814,0.538605638683406,1.8093603525542976,124.88746512880124,1.0600541,-59.72621249755568,31.0,-31.0,508.0,1.8877222756505048,-71.68486532012145
218.05298,2.231185708007814,0.5998714469470834,1.8839940391270504,124.88985172324692,1.0600541,-59.72621249755568,33.0,-30.0,508.0,1.9770586303675872,-72.76647198393519
218.0531,2.550628457031252,0.6359100679539981,1.9590694884432696,124.90090482426412,1.0600541,-59.72621249755568,30.0,-30.0,510.0,2.059539976445207,-73.0765556931438
218.05354,2.526290688476564,0.6344218616923657,2.014979444693953,124.92422735689873,1.0662884,-59.654245199660885,30.0,-29.0,509.0,2.112337560084101,-72.54642891016248
218.05373,2.098342690429689,0.5790186884678953,2.0707139148118228,124.9536113778696,1.0662884,-59.654245199660885,29.0,-30.0,507.0,2.1500082051594256,-70.66262425870792
218.05357,3.0201413964843766,0.4509607056103933,2.0962713052256703,124.99146532923302,1.0662884,-59.654245199660885,30.0,-30.0,511.0,2.1441446366340027,-67.1442552324525
218.054,3.032287392578126,0.3028498215022221,2.1233061726218976,125.02625737750412,1.0662884,-59.654245199660885,28.0,-31.0,508.0,2.1447562293557727,-63.08756863961855
218.05363,2.587142739257814,0.1784400970588703,2.194296612053884,125.07010660969398,1.0662884,-59.654245199660885,26.0,-32.0,506.0,2.201525894859993,-59.57670525765285
218.05342,2.313339028320314,0.0201307817361257,2.307219420161995,125.11681969305954,1.0662884,-59.654245199660885,26.0,-33.0,508.0,2.3073070505795434,-55.38281035591952
218.05269,2.6702878808593766,-0.142282175437273,2.420657182360036,125.16287180913366,1.0728006,-59.51554215529606,26.0,-36.0,509.0,2.42482520489404,-51.475238786243374
218.05225,2.243362221679689,-0.2529575137012129,2.501197371524005,125.18840191422927,1.0728006,-59.51554215529606,25.0,-37.0,508.0,2.513923896968023,-49.04025676831789
218.05263,2.604385170898439,-0.3455987484655597,2.5515560342986507,125.1939718272086,1.0728006,-59.51554215529606,27.0,-38.0,504.0,2.574793423393705,-47.09741627385099
218.0534,2.640884194335939,-0.4338753336395371,2.552920996368795,125.19664040476322,1.0728006,-59.51554215529606,24.0,-40.0,504.0,2.589431521056952,-45.16404208547564
218.05402,2.493850502929689,-0.5226586289779718,2.489719659172672,125.21217961329565,1.0728006,-59.51554215529606,27.0,-39.0,505.0,2.543853165708022,-42.93899647774697
218.05502,2.616546425781252,-0.6337163199155244,2.422010184662443,125.22669586067924,1.0728006,-59.51554215529606,26.0,-39.0,507.0,2.503352504212154,-40.118417005200286
218.05606,2.405624184570314,-0.7851529694230203,2.38549902535509,125.23526720709928,1.0797917,-59.267619231496525,26.0,-40.0,505.0,2.51110479390426,-36.55527875665487
218.05695,2.708816323242189,-0.8855341639707652,2.3865503760088864,125.25470570907504,1.0797917,-59.267619231496525,27.0,-42.0,504.0,2.5451878415303555,-34.39714606394514
218.05762,2.682464394531252,-0.9103901776235666,2.4036717388251567,125.27254590243352,1.0797917,-59.267619231496525,29.0,-42.0,504.0,2.5699231674640277,-33.99282137963709
218.05856,2.454284462890626,-0.879534101885589,2.419000506849438,125.27443407929424,1.0797917,-59.267619231496525,29.0,-42.0,503.0,2.573578627225037,-34.75409240065315
218.05847,2.536422524414064,-0.8133892137450475,2.415245250495553,125.27743484198592,1.0797917,-59.267619231496525,31.0,-43.0,502.0,2.5482240114005523,-36.11953599391765
218.05843,2.339706215820314,-0.8278954856856682,2.386746107713089,125.2676108855154,1.0797917,-59.267619231496525,28.0,-42.0,505.0,2.5259421164955325,-35.61118777910385
218.05806,1.914779458007814,-0.9089404907374504,2.34251591125603,125.2688221229832,1.0872936,-58.93402149758384,28.0,-42.0,506.0,2.512312480523826,-33.53313045229603
218.05815,2.664199624023439,-1.001060184627654,2.29933157317468,125.27885097675193,1.0872936,-58.93402149758384,30.0,-43.0,504.0,2.507368599282481,-31.203407089092124
218.05916,2.606399331054689,-1.136186678318319,2.2738245670620216,125.28519431406306,1.0872936,-58.93402149758384,30.0,-42.0,505.0,2.541355946839956,-28.173410698134223
218.0599,2.597274575195314,-1.2932720951282293,2.224501709868769,125.29224044209232,1.0872936,-58.93402149758384,28.0,-45.0,504.0,2.572470077458666,-24.54334864866696
218.06012,2.485732827148439,-1.467619234602012,2.148819764818327,125.28666029418532,1.0872936,-58.93402149758384,27.0,-46.0,504.0,2.6014029274954784,-20.38739000226996
218.05981,2.486739907226564,-1.6611378414170077,2.0642195076238616,125.27702837205418,1.0872936,-58.93402149758384,27.0,-48.0,502.0,2.648699786617609,-15.902589492452035
218.05862,2.575988564453126,-1.7709758245829974,1.9788573322371452,125.2617390915226,1.0951842,-58.536976181468525,32.0,-48.0,504.0,2.654665448235892,-12.913604482700276
218.05754,2.756484780273439,-1.8340636690966,1.9368344987851445,125.26279027548922,1.0951842,-58.536976181468525,31.0,-52.0,500.0,2.6664578793446374,-11.299469983359137
218.05681,2.319427285156252,-1.7840574611989364,1.9319395507000776,125.23548298205272,1.0951842,-58.536976181468525,32.0,-51.0,500.0,2.628769930914866,-12.04505573280998
